pattern;regex->SR (milliseconds);SR->NCA (milliseconds);NCA->DCA (milliseconds);NCA->DCA (milliseconds)-alg;NCA->DCA (milliseconds)-opt;|NCA|;|DCA|;|DCA|-opt;|DCA|-alg;NCA-trans;DCA-trans;DCA-trans-opt;DCA-trans-alg;Counters-NCA;Counters-DCA;Counters-DCA-alg;Timeouts-our;Our exception;Positive-errors;Positive-opt-errors;Lenght string;DCA Matcher - time (milliseconds);DCA Matcher opt - time (milliseconds);regex->NFA (milliseconds);NFA->DFA (milliseconds);DFA->min (milliseconds);|NFA|;|DFA|;|MIN|;DFA-trans;MIN-trans;Timeouts-classical;Classical exception
^\n*[pP][aA][sS][sS][\x20\x09\x0b][^\n]{50};0,0015;0,20382;0,8114;0,53219;2,16154;7;8;8;8;9;12;12;12;1;1;1;;;0;0;66;2,1356;1,911822222;31,4342;47,48;44999,9398;57;56;56;57;57;1;The function has taken longer than the maximum time allowed.
^\n*[pP][rR][iI][vV][mM][sS][gG][\x20\x09\x0b]+[nN][iI][cC][kK][sS][eE][rR][vV][\x20\x09\x0b]+[iI][dD][eE][nN][tT][iI][fF][yY][\x20\x09\x0b][^\n]{100};0,00231;8,23623;3,19493;1,23015;4,54483;28;29;29;29;32;35;35;35;1;1;1;;;0;0;145,2222222;8,189833333;3,213344444;41315,797;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*PUT[^s]{432};0,00227;0,22738;1,18519;0,67065;1,72317;5;6;6;6;7;10;10;10;1;1;1;;;0;0;443,6666667;14,74233333;8,528555556;51540,9511;168,7006;53,93;437;436;436;437;437;1;The function has taken longer than the maximum time allowed.
^\n*[rR][cC][pP][tT] [tT][oO][\x20\x09\x0b][^\n]{300};0,00217;0,48821;1,86765;0,77846;2,32804;10;11;11;11;12;15;15;15;1;1;1;;;0;0;317,1111111;15,36403333;7,6238;50264,0288;73,0832;53,0698;310;309;309;310;310;1;The function has taken longer than the maximum time allowed.
^\n*[rR][cC][pP][tT] [tT][oO]\x3a[\x20\x09\x0b]+[a-zA-Z0-9\x5f\x20\x09\x0b\x40\.]{0,200}\x3b[a-zA-Z0-9\x5f\x20\x09\x0b=x40\.]{200,}\x3b[a-zA-Z0-9\x5f\x20\x09\x0b\x40\.]{0,200};0,00208;1,77;6,77856;1,69979;8,47325;15;18;18;18;23;33;30;32;3;3;3;;;0;10;239,7777778;14,452;10,5911;86995,3796;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[rR][mM][gG][rR][oO][uU][pP]\x3a[^\n]{21};0,00175;0,36627;1,68007;0,56966;1,85818;10;11;11;11;12;15;15;15;1;1;1;;;0;0;40,33333333;1,814644444;1,033411111;57554,4987;105,1515;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[rR][sS][eE][tT][\x20\x09\x0b][^\n]{10};0,00189;1,36867;1,17444;0,6135;1,89866;7;8;8;8;9;12;12;12;1;1;1;;;0;0;25,22222222;0,3517;1,220866667;41347,72137;5,1439;20,7768;17;16;16;17;17;1;The function has taken longer than the maximum time allowed.
^\n*[sS][aA][mM][lL] [fF][rR][oO][mM]:[\x20\x09\x0b]+[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{200,}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200};0,00199;2,98033;4,81971;1,86293;6,19019;17;20;20;20;25;35;32;34;3;3;3;;;0;7;237,2222222;16,14833333;10,94887778;5,2109;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[sS][eE][nN][dD] [fF][rR][oO][mM]:[\x20\x09\x0b]+[a-zA-Z0-9\x5f\x20\x09\x0b@\.]{0,200}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{200,}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200};0,00213;4,14828;7,6153;2,65669;8,09576;17;20;20;20;25;35;32;34;3;3;3;;;0;9;237,7777778;44,48652222;25,7687;60,2312;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[sS][eE][nN][dD][mM][eE]\x3a[^\n]{21};0,00204;0,40573;1,81433;0,67943;1,75423;9;10;10;10;11;14;14;14;1;1;1;;;0;0;40;1,850055556;1,7089;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[sS][eE][nN][dD][sS][yY][sS]\x3a[^\n]{21};0,00185;0,37551;1,05735;1,19153;1,39107;10;11;11;11;12;15;15;15;1;1;1;;;0;0;40,33333333;1,426333333;1,051711111;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[sS][eE][nN][dD][uU][uU][nN][aA][mM][eE]\x3a[^\n]{21};0,00165;0,97833;1,66216;0,76486;3,2099;13;14;14;14;15;18;18;18;1;1;1;;;0;0;42;1,358222222;1,419688889;108,2268;132,131;34280,1641;34;33;33;34;34;1;The function has taken longer than the maximum time allowed.
^\n*[sS][oO][mM][lL] [fF][rR][oO][mM]:[\x20\x09\x0b]+[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{200,}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200};0,00189;2,29162;4,85101;2,08215;6,35006;17;20;20;20;25;35;32;34;3;3;3;;;0;7;239,6666667;17,32777778;13,77936667;184,5094;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[sS][sS][hH]-[\x20\x09\x0b][^\n]{200};0,00203;0,27336;1,22931;0,63558;1,50656;7;8;8;8;9;12;12;12;1;1;1;;;0;0;214,8888889;15,95742222;9,704488889;7,4968;13,7967;113652,4855;207;206;206;207;207;1;The function has taken longer than the maximum time allowed.
^\n*[sS][tT][aA][tT][\x20\x09\x0b][^\n]{10};0,002;0,28482;1,37786;1,58106;2,11303;7;8;8;8;9;12;12;12;1;1;1;;;0;0;23;0,505877778;0,468044444;151777,7401;93,4364;4,9217;17;16;16;17;17;1;The function has taken longer than the maximum time allowed.
^\n*[sS][tT][oO][uU][\x20\x09\x0b][^\n]{100};0,00151;0,18779;1,08416;0,49632;1,18381;7;8;8;8;9;12;12;12;1;1;1;;;0;0;117,7777778;5,610633333;3,646944444;0,5465;1,27616;8,24496;107;106;106;107;107;1;The function has taken longer than the maximum time allowed.
^\n*TRACE[^s]{432};0,00165;0,23629;1,68822;0,68612;1,80434;7;8;8;8;9;12;12;12;1;1;1;;;0;0;448;43,74555556;22,81947778;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[tT][oO][pP][\x20\x09\x0b][^\n]{10};0,0016;0,17638;1,65436;0,44556;1,03496;6;7;7;7;8;11;11;11;1;1;1;;;0;0;23,33333333;1,959411111;0,793155556;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[uU][sS][eE][rR][nN][aA][mM][eE]\:[^\n]{100};0,00174;0,45173;1,38047;0,60647;2,40549;11;12;12;12;13;16;16;16;1;1;1;;;0;0;116,2222222;8,053988889;7,847344444;0,8485;2,1912;10417,7226;111;110;110;111;111;1;The function has taken longer than the maximum time allowed.
^\n*[uU][sS][eE][rR][^\x0a]{49};0,00179;0,23391;1,13577;0,86944;1,35627;6;7;7;7;8;11;11;11;1;1;1;;;0;0;62,33333333;4,372811111;2,547533333;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[uU][sS][eE][rR][\x20\x09\x0b][^\n]{49};0,00165;0,20984;1,31503;0,52058;1,25167;7;8;8;8;9;12;12;12;1;1;1;;;0;0;65,55555556;2,7506;7,367577778;;;;;;;;;1;Do?ôlo k jedn? nebo vÑce chybôm.
^\n*[uU][sS][eE][rR][\x20\x09\x0b][^\n]{50,};0,00169;0,37442;1,5442;0,73742;2,18687;8;9;9;9;12;16;16;16;1;1;1;;;0;0;62,44444444;6,686733333;2,744633333;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[vV][eE][rR][sS][iI][oO][nN]\x3a[^\n]{21};0,00192;0,55057;1,56968;0,7195;1,91102;10;11;11;11;12;15;15;15;1;1;1;;;0;0;38,77777778;1,150655556;0,807455556;11877,2734;10959,1813;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[vV][rR][fF][yY][^\n]{255,};0,00198;0,46748;1,16149;0,85679;1,76272;7;8;8;8;11;15;15;15;1;1;1;;;0;0;269,6666667;15,69436667;11,05861111;23782,1846;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][aA][uU][tT][hH][eE][nN][tT][iI][cC][aA][tT][eE][\x20\x09\x0b][^\n]{100};0,00194;1,17314;1,68836;0,75867;2,7257;16;17;17;17;18;21;21;21;1;1;1;;;0;0;123,7777778;9,7812;7,006666667;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][cC][rR][eE][aA][tT][eE][\x20\x09\x0b][^\n]{1024};0,00202;0,45061;1,35392;0,74646;2,26544;10;11;11;11;12;15;15;15;1;1;1;;;0;0;1042,555556;60,53542222;33,02565556;22575,156;298,0022;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][fF][iI][nN][dD][\x20\x09\x0b][^\n]{100};0,00151;0,22728;0,85115;1,1841;1,37314;8;9;9;9;10;13;13;13;1;1;1;;;0;0;115,5555556;7,554855556;6,167488889;11524,2795;2,9656;10,9052;108;107;107;108;108;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][lL][iI][sS][tT][\x20\x09\x0b][^\n]{100};0,00204;0,59835;1,63429;0,91721;1,54873;8;9;9;9;10;13;13;13;1;1;1;;;0;0;112,5555556;4,8454;2,886911111;3970,6661;8,444966667;14,85283333;108;107;107;108;108;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][lL][sS][uU][bB][\x20\x09\x0b][^\n]{100};0,00207;0,3568;1,24028;0,66873;1,99514;8;9;9;9;10;13;13;13;1;1;1;;;0;0;115,6666667;5,461066667;3,854933333;19,845;18,1292;0,8457;108;107;107;108;108;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b]LOGIN[\x20\x09\x0b][^\n]{100};0,00141;0,46226;1,2218;0,53183;1,40654;9;10;10;10;11;14;14;14;1;1;1;;;0;0;115,1111111;7,002744444;5,676977778;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][pP][aA][rR][tT][iI][aA][lL].*[bB][oO][dD][yY]\[[^\]]{1024};0,00368;2,06154;16,13828;5,98761;16,91354;15;28;28;28;18;107;107;107;1;1;1;;;0;0;1049,333333;120,2508556;33,79771111;60,2522;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][pP][aA][rR][tT][iI][aA][lL].*[bB][oO][dD][yY]\.[pP][eE][eE][kK]\[[^\]]{1024};0,00232;6,74744;39,91744;18,96206;39,8393;20;48;48;48;23;217;217;217;1;1;1;;;0;0;1058,555556;99,52748889;25,71396667;11616,0045;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[\x20\x09\x0b][rR][eE][nN][aA][mM][eE][\x20\x09\x0b][^\n]{100};0,00264;0,48688;1,28315;1,09091;2,13958;10;11;11;11;12;15;15;15;1;1;1;;;0;0;114,6666667;4,940322222;3,715688889;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[xXmMkKdD][\x20\x09\x0b][^\n]{100};0,00141;0,09769;0,66526;0,38063;0,79026;4;5;5;5;6;9;9;9;1;1;1;;;0;0;111,7777778;3,148955556;4,135644444;58,9744;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[xX][tT][nN][dD][\x20\x09\x0b][^\n]{50};0,00213;0,31918;1,53983;0,81439;2,92141;7;8;8;8;9;12;12;12;1;1;1;;;0;0;63,66666667;6,4361;5,275288889;;;;;;;;;1;The function has taken longer than the maximum time allowed.
"^([pP][aA][cC][kK][aA][gG][eE]|[pP][rR][oO][cC][eE][dD][uU][rR][eE])_[pP][rR][eE][fF][iI][xX][\x20\x09\x0b\r\n]*=>[\x20\x09\x0b\r\n]*('[^']{1000,}|""[^""]{1000,})";0,0033;9,18363;15,35432;4,88598;19,73408;29;30;30;30;39;46;45;46;2;2;2;;;0;0;1035,777778;81,6583;28,64586667;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[pP][aA][sS][sS] [^\x0a]{100};0,00203;0,42676;9,50774;5,79467;8,26332;7;20;20;20;9;98;98;98;1;1;1;;;0;0;114,7777778;2,4823;1,434111111;22,1296;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[pP][aA][sS][sS][^\x0a]{50};0,00282;0,53636;7,45827;4,79125;7,46884;6;16;16;16;8;76;76;76;1;1;1;;;0;0;63,11111111;1,943144444;1,296422222;0,4333;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* [rR][eE][nN][aA][mM][eE] [^\x0a]{1024};0,00301;1,22456;22,32647;11,05831;15,86943;10;32;32;32;12;160;160;160;1;1;1;;;0;0;1043,222222;42,08161111;19,591;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[rR][eE][sS][tT] [^\x0a]{100};0,00249;0,39785;7,8841;4,79814;9,12926;7;20;20;20;9;98;98;98;1;1;1;;;0;0;116,1111111;3,288655556;2,268311111;2,7048;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[rR][mM][dD][iI][rR] [^\x0a]{100};0,00188;0,40424;8,07038;4,77506;7,717;8;24;24;24;10;120;120;120;1;1;1;;;0;0;116,2222222;3,748633333;1,889144444;250,1677;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[rR][mM][dD] [^\x0a]{100};0,00146;0,21995;3,8444;2,90985;5,34542;6;16;16;16;8;76;76;76;1;1;1;;;0;0;115;3,502322222;2,586177778;3,9747;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[rR][sS][eE][tT][^\x0a]{10};0,00155;0,23852;4,17942;4,02034;4,40968;6;16;16;16;8;76;76;76;1;1;1;;;0;0;24,44444444;0,672611111;0,256166667;121,8215;422,71517;210,51025;16;191;15;594;22;;
^.*SEARCH \/ HTTP\/1\.1\x0d\x0aHost\x3a.{0,251}\x0d\x0a\x0d\x0a;0,00203;10,37378;124,85438;20,48079;85,51774;29;120;114;114;31;647;595;595;1;1;1;;;0;0;43,88888889;1,5965;0,824922222;1,2246;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*SEARCH \/ HTTP\/1\.1\x0D\x0AHost\x3A.{0,251}\x0D\x0A\x0D\x0A;0,0025;10,74186;126,51395;20,35988;78,8579;29;120;114;114;31;647;595;595;1;1;1;;;0;0;43,22222222;2,201855556;0,640444444;89573,9748;83998,0723;120,6351;282;531;;;;1;The function has taken longer than the maximum time allowed.
^SSH-[^\x0a]{600};0,0017;0,13634;0,69092;0,66264;1,07373;6;7;7;7;7;10;10;10;1;1;1;;;0;0;610,2222222;10,96617778;8,389011111;15,304;0,0018;87810,2091;605;605;605;605;605;1;The function has taken longer than the maximum time allowed.
^.*[sS][iI][tT][eE] [^\x0a]{100};0,0015;0,31074;6,23763;4,3536;7,30385;7;20;20;20;9;98;98;98;1;1;1;;;0;0;116,8888889;2,331544444;1,845644444;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[sS][tT][aA][tT][^\x0a]{10};0,00169;0,20654;2,87218;2,24358;4,15294;6;16;16;16;8;76;76;76;1;1;1;;;0;0;24,44444444;0,221244444;0,190866667;82,755;176,4354;141951,809;16;191;15;594;22;1;The function has taken longer than the maximum time allowed.
^.*[sS][tT][aA][tT] [^\x0a]{100};0,00169;0,28554;5,27311;3,95708;4,89444;7;20;20;20;9;98;98;98;1;1;1;;;0;0;115,1111111;2,033755556;1,202866667;90474,2497;;;;;;;;1;The function has taken longer than the maximum time allowed.
